speaker_id,movie_id,conversation_id,text,clean_text
u90,m5,L5820,Three of us will never fit in there!,
u90,m5,L5817,I thought you were divorced.,
u90,m5,L5815,What is it?,
u90,m5,L5809,Why not?,
u90,m5,L5809,Old tricks are the best tricks eh?,
u90,m5,L5804,You have won the annual Gemini contest and a trip to Fhloston Paradise. For two. Congratulations. Here are your tickets.,
u90,m5,L5804,Don't you open your messages?,
u90,m5,L5801,You're the only one left alive...,
u90,m5,L5801,Two: Of all the members of your unit you were the most highly decorated.,
u90,m5,L5794,Three reasons... One: As part of The Elite Special Forces Unit of the Federated Army you are an expert in the use of all weapons and spacecraft needed for this mission.,
u90,m5,L5794,You're to leave immediately for Fhloston Paradise. Retrieve four Stones from the Diva Plavalaguna. And bring them back with the utmost discretion as possible. Any questions'?,
u90,m5,L5794,To save the world.,
u90,m5,L5794,"Major Dallas, if our calculations are correct you still have 57 hours owed to the Federal Army on your enlistment which is more than you will need for a mission of the utmost importance.",
u90,m5,L6313,"Mr. President, let me introduce you to Professor Mactilburgh, who runs the center.",
u90,m5,L5585,This thing solid?,
u90,m5,L5573,Wonderful!,
u90,m5,L5568,Is there any danger? Some kind of virus?,
u90,m5,L5560,Sounds like a freak of nature to me.,
u90,m5,L5560,Talk English Doc.,
u90,m5,L5560,Have you identified it?,
u90,m5,L5560,This is all that survived?,
u90,m5,L6254,They just landed in the desert.,
u90,m5,L5773,"Don't worry, Sir. I have the perfect one.",
u90,m5,L5767,The-Stones weren't aboard the ship.,
u90,m5,L5767,"I managed to contact the Mondoshawan. They deplore the incident, but accept our apologies.",
