speaker_id,movie_id,conversation_id,text,clean_text
u36,m2,L3027,He got my gun!  Motherfucker was filming the whole time!,
u36,m2,L3022,No.  I'm okay.,
u36,m2,L3016,Stay with her.,
u36,m2,L2936,Yeah.,
u36,m2,L2924,Sorry...PD only.,
u36,m2,L2920,Still unknown but we're running prints. Kid over there caught the case.,
u36,m2,L2920,Takin' a bath.,
u36,m2,L2751,What's he looking for?,
u36,m2,L2630,You ready?,
u36,m2,L2630,When?,
u36,m2,L2602,"It was freaky, I'll tell you.  Stupid kid.",
u36,m2,L2599,Maybe you could just put in a shot of Martell?,
u36,m2,L2599,"Coffee for me, I gotta slow down.",
u36,m2,L3411,Don't give me that fucking shit.,
u36,m2,L3411,You outta be ashamed.  Ashamed of yourself.,
u36,m2,L3409,"And you, you'll pay for what you did!",
u36,m2,L2614,Yeah?,
u36,m2,L2608,Of course he's moody.  He thinks he's in love.,
u36,m2,L3398,"Well, he killed my partner!",
u36,m2,L3398,We're takin' him.  Don't argue!,
u36,m2,L3398,I'll take him.,
u36,m2,L2744,What was that?,
u36,m2,L2740,"Yeah, well, some people got their priorities straight.",
u36,m2,L2740,That's what it looks like to me.,
u36,m2,L2732,No.  Go ahead.,
