speaker_id,movie_id,conversation_id,text,clean_text
u85,m5,L5889,Akta dedero ansila do mektet.,
u85,m5,L5875,"Vano da, mechteba?! Soun domo kala chon hammas!",
u85,m5,L5692,Ikset-kiba.  Me imanetaba oum dalat!,
u85,m5,L5678,San Agamat chay bet... envolet!,
u85,m5,L5673,Napoleon... small.,
u85,m5,L5643,Corn-i-Lius?,
u85,m5,L6308,Tell me...,
u85,m5,L6302,Why?... Why would you need me?,
u85,m5,L6302,I have thousands of memories but none of them are mine... There is no need for me other than this. I'm immortal but I have no life.,
u85,m5,L6297,But I don't know love... I'm like a machine programmed to save other people's lives but never to have one of my own.,
u85,m5,L6297,...Like love...,
u85,m5,L6297,What's the use of saving lives... when you see what you do with them!,
u85,m5,L6289,I want to sleep... forever...,
u85,m5,L6289,I'm so tired...,
u85,m5,L6267,...The rain falls...,
u85,m5,L6267,The wind blows... the fire burns...,
u85,m5,L6237,Protect life... Until death.,
u85,m5,L6237,Five hundred wars... Arms... Drugs... Money... Everything you create is used to destroy...,
u85,m5,L6237,I'm so very sad.,
u85,m5,L6066,You're nothing but a... a...,
u85,m5,L6062,And you can't concentrate with me around?.,
u85,m5,L6057,I'm going to see the Diva sing. What's the matter?... Do I look bad?,
u85,m5,L6051,"OK, you can turn around!",
u85,m5,L6051,Yes... you know there's a lot of differences between men women.,
u85,m5,L6051,You know women normally change five times more than men.,
u85,m5,L5958,...Hoppi-hoppa.,
u85,m5,L5958,"Good! Do you know how we say ""make love""?",
u85,m5,L5958,Apipoussan!,
u85,m5,L5958,"Yes! Now it's your turn! I learned your language, you have to learn mine!",
u85,m5,L5954,All 900.,
u85,m5,L5954,Learning language.,
u85,m5,L5949,What is... Make Love?,
u85,m5,L5946,Love...,
u85,m5,L5943,Apipoulai!,
u85,m5,L5900,Dinoine chagantakat!,
u85,m5,L5869,Cornelius..,
u85,m5,L5858,Valo massa... Chacha hamas.,
u85,m5,L5824,Apipoulai!,
