speaker_id,movie_id,conversation_id,text,clean_text
u29,m2,L3062,"Look, we can help you but right now we have to deal with what's happening here. Tell us the truth...is that the truth?",
u29,m2,L3062,A cop?,
u29,m2,L3055,Are you here illegally?  Don't worry about that.  We'll talk to Immigration. They won't deport you.,
u29,m2,L3049,Arrest you for what?  Why would we arrest you?,
u29,m2,L3049,"Whether you tell us or not, we'll find out.  Better if it comes from you.",
u29,m2,L3045,Go on.,
u29,m2,L3045,"C'mon, start at the beginning.  You know these people?",
u29,m2,L3208,I'm ready to be briefed.  Excuse us.,
u29,m2,L3208,"Look, after Jordy briefs me, you can do the press conference.  How about that? The case is all yours.",
u29,m2,L3208,"It was my decision, not his.",
u29,m2,L3027,"I know.  Relax.  Take it easy.  Don't worry, we'll get those fuckers.",
u29,m2,L3022,Are you hit?,
u29,m2,L3016,The other side of the street.  The guy with the videocamera.  Don't look - put her in the car.  Stay this side.,
u29,m2,L2936,C'mere.  You wanna go to homicide school?  Here - make yourself useful.,
u29,m2,L2936,Only one guys checked in?,
u29,m2,L2924,It's okay.,
u29,m2,L2920,Any I.D.?,
u29,m2,L2920,Where is she?,
u29,m2,L2751,A timer.,
u29,m2,L2630,Tomorrow.  At lunch.,
u29,m2,L2630,I'm gonna propose.,
u29,m2,L2602,What's the kid gonna say - sorry? Meanwhile I'm not here anymore. Like last week - we were at the morgue and this guy was all chopped up - spleen here - liver there - his heart in a pan. Six hours ago this guy was walkin' his dog or buyin' a quart of milk.  Who knows?  But some kid's robbed him for $3 or some shit and shot him and now you can't tell if he's a piece of beef or a human being and I'm thinkin' that's me. Sooner or later.  That's me.,
u29,m2,L2599,Vodka tonic.,
u29,m2,L2986,He had a videocamera?  Where is she? Quickly!,
u29,m2,L2986,Describe him.,
u29,m2,L2979,What are you saying?,
u29,m2,L2975,Did you tell him you did?,
u29,m2,L2975,Do you have any Czech girls working for you?,
u29,m2,L2971,"We don't have her I.D. yet, but one of your girls was killed last night at the King Edward Hotel.",
u29,m2,L2964,"Homicide, Miss Hearn.  It's Detective Eddie Flemming.  Open up.",
u29,m2,L2964,Police.  We'd like to ask you a few questions.,
u29,m2,L3229,"You know, I don't know.  I like you. You remind me of a puppy I used to have. He pissed on the rug all the time, but I still kept him.",
u29,m2,L3223,"How you go out on a limb for somebody is by giving her a number of an Immigration lawyer.  Here, here's a number of an Immigration lawyer.  That's how you help her. But you can't get involved in her like that.  You're gonna jeopardize your career, your life and you're gonna jeopardize my case.  And lemme give you another piece of advice.  Maybe you don't watch TV but I'll let you in on a little secret - the whole fuckin' world watches television.  And when you get out there, they know your face.  And the little fame, the little fuckin' itty bitty fame that I get in this city makes it a lot easier for my job.  And I get more done because of it.",
