speaker_id,movie_id,conversation_id,text,clean_text
u13,m1,L2024,IF-GOD-WILLS-IT!,
u13,m1,L2022,Don't you realize your words could be considered heretical?,
u13,m1,L2019,"If God intended our proximity to Asia, do you believe he would have waited for you to show it to the world?",
u13,m1,L2014,Is that all that interests you? Gold?,
u13,m1,L2010,"Your life, and that of others!",
u13,m1,L2005,"Senor Colon, an experienced captain such as yourself will understand our concern with the crew.  I am not willing to have on my conscience the loss of men who would have relied upon our judgment.",
u13,m1,L1989,"Then you cannot ignore that according to their calculations, the circumference of the Earth is approximately...  22,000 leagues or more.  Which makes the ocean... uncrossable.",
u13,m1,L1989,"Unfortunately, Don Colon, that is precisely where our opinions differ...  Are you familiar with the work of Aristotle?  Erathostene?  Ptolemeus?",
u13,m1,L1989,You say Asia can be found by sailing west?,
u13,m1,L2522,What a tragedy... what a waste of a life...,
u13,m1,L2274,"It won't be easy to get rid of your prophet now, Don Sanchez.",
u13,m1,L2030,He is a mercenary!  Did he not already try to convince the King of Portugal of his absurd notions?,
u13,m1,L2027,The Judgment is ours!,
