speaker_id,movie_id,conversation_id,text,clean_text
u81,m5,L5669,Uh huh..and I don't suppose you got the name of this..perfect fare..,
u81,m5,L5664,"So, just how big was this fare?",
u81,m5,L5664,Hey bud...I'm waiting all day here.,
u81,m5,L5501,In your dreams! See you tonight!,
u81,m5,L5501,How many points you got left on your license?,
u81,m5,L5501,You forgetting who sat next to you for a thousand missions. I know how you drive.,
u81,m5,L5497,How do I look?,
u81,m5,L5493,Don't exist bud.,
u81,m5,L5493,You still pining for that two timing bitch. Forget her. There are a million women out there.,
u81,m5,L5490,"Oh, yeah, I forgot.You still prefer your cat to the real thing.",
u81,m5,L5490,"I love you too Major, but you haven't called me that since basic training.",
u81,m5,L5488,Hey bud! Finger here.,
