speaker_id,movie_id,conversation_id,text,clean_text
u16,m1,L2024,Asia can be found to the west -- and I will prove it.,
u16,m1,L2022,Blind faith is what I consider heresy!,
u16,m1,L2019,Did He not choose a carpenter's son to reveal Himself to the world?,
u16,m1,L2014,"No.  The Portuguese have already discovered black-skinned people.  I, too, will find other populations -- and bring them to the word of God.",
u16,m1,L2014,"Trade, Your Excellency.  According to Marco Polo, the Kingdom of China is one of the richest of the world. Even the meanest buildings are roofed with gold.",
u16,m1,L2010,"If they agree to follow me, yes.",
u16,m1,L2010,"Your Eminence, there is only one way to settle the matter.  And that is to make the journey.  I am ready to risk my life to prove it possible.",
u16,m1,L2005,"Excellency, you are right.",
u16,m1,L1989,"I am, Your Eminence",
u16,m1,L1989,"Yes, your Eminence.  The voyage should not take more than six or seven weeks.",
u16,m1,L2539,I can't keep my eyes off you.  I would like to catch up with all the moments I didn't spend with you.,
u16,m1,L2537,Can't you stay with us a little?,
u16,m1,L2473,"Not everything... Do you think I care?  I'm a free man again.  Riches don't make a man rich, they only make him busier...",
u16,m1,L2471,God... you're so beautiful!  I can't believe no other man has ever taken you away from me...,
u16,m1,L2318,I can arrange for the Queen to take Fernando and Diego into her service.,
u16,m1,L2318,"Beatrix, I want to ask you something.",
u16,m1,L2121,I don't want you to wait for me.,
u16,m1,L2118,She said yes.,
u16,m1,L1985,Perhaps I was never meant to live with a woman...,
u16,m1,L1979,Are we going to argue?,
u16,m1,L1979,I haven't given you much of a life.,
u16,m1,L1979,I could be gone for years.,
u16,m1,L2429,How could I be?  The mainland has been found.  Exactly as I said it would.,
u16,m1,L2429,How far from here?,
u16,m1,L2423,Congratulations.  Then I am free to search for the mainland.,
u16,m1,L2423,Appointment to what?,
u16,m1,L2421,Yes... I remember...,
u16,m1,L2290,Bartolome and Giacomo Colon.,
u16,m1,L2290,"Forgive me, Don Bobadilla -- those positions have already been taken.",
u16,m1,L2550,Really?  God... I wouldn't know where to start... and yet...,
u16,m1,L2547,He never had one... except aboard my ships!,
u16,m1,L2547,What does he say?,
u16,m1,L2541,What are you listening to?,
u16,m1,L2500,There must be a passage to that other ocean.,
u16,m1,L2484,"How are you feeling, Fernando?",
u16,m1,L2439,I have to explore the mainland.,
u16,m1,L2130,"Yes... Yes, I do... On all of them!",
u16,m1,L2127,There'll be a time.,
u16,m1,L2467,All of them created by people like me.,
u16,m1,L2467,What do you see?,
u16,m1,L2465,Look out of that window.,
u16,m1,L2463,Call them.,
u16,m1,L2299,What...?  Do I have so many already?,
u16,m1,L2295,Good!  We are also in need of judges.  Except there are no thieves!,
u16,m1,L2295,But we do have a lack of notaries. You should contact my administration.,
u16,m1,L2286,... for a commoner?,
u16,m1,L2281,"They don't see sin in their nakedness.  They live according to nature, in a never ending summer. The islands are covered with trees, filled with blossoms and fruits. And...",
