speaker_id,movie_id,conversation_id,text,clean_text
u44,m2,L2986,She washes hair up at Ludwig's - a salon on 63rd and Madison.,
u44,m2,L2986,"Tall, short-haired, scary eyes.  Second guy with him was...shorter, with a wrestler's build.  And he wouldn't turn his videocamera off me.",
u44,m2,L2986,He said he was her cousin.  I told him where she works.  They were just here.,
u44,m2,L2979,"Daphne.  Another guy came in asking me about her, too.",
u44,m2,L2979,"Boy, she's so popular all the sudden.",
u44,m2,L2975,No.,
u44,m2,L2975,"Yeah.  He wanted a girl from Czechoslovakia, but I sent him Honey 'cause once they get there, you know, it doesn't really matter - Honey was killed...?  Poor girl...",
u44,m2,L2971,Oh my G-d.  Honey!  Honey's dead?,
u44,m2,L2971,What's wrong?,
u44,m2,L2964,I have nothin' to say.  If you wanna contact my attorney...,
u44,m2,L2964,Who's there?,
