speaker_id,movie_id,conversation_id,text,clean_text
u24,m1,L2522,"A waste...?  Let me tell you something, Arojaz.  If your name, or mine, is ever remembered -- it will only be because of his.",
u24,m1,L2522,You can see for yourself.,
u24,m1,L2274,"On the contrary, Your Eminence.  It seems to me the man is preparing his own cross.",
u24,m1,L2030,"Indeed.  The world is full of mercenaries -- and states often make use of them, when it benefits them.  My only concern is the welfare and prosperity of Spain.",
u24,m1,L2027,Naturally.  But I would really deplore the loss of such a potential opportunity for Spain for a... dispute over a point of geography.,
u24,m1,L2027,"The State has some reason to be interested in this man's proposition, Your Eminence...",
u24,m1,L2467,"Roofs... towers, palaces... spires...",
u24,m1,L2465,I am not afraid of you.  You are nothing but a dreamer.,
u24,m1,L2463,All I have to do is call the guards.,
u24,m1,L2299,"To rise so high, in so short a time, is a dangerous occupation.  A little hypocrisy goes a long way.",
u24,m1,L2299,You seem to have a special talent for making friends.,
u24,m1,L2295,"Don Bobadilla is already a judge, my Dear Don Cristobal.",
u24,m1,L2286,You defend yourself admirably...,
u24,m1,L2281,"Forgive me, Don Colon.  But what about gold?",
u24,m1,L2109,"If you won't accept our proposal, we'll simply find someone who will.",
u24,m1,L2106,Then you are too ambitious.,
u24,m1,L2106,"I remind you, Senor Colon, that you are in no position to bargain with me.",
u24,m1,L2103,No?,
u24,m1,L2460,Then why?,
u24,m1,L2417,He must be replaced.,
u24,m1,L2414,... But there is worse.  He ordered the execution of five members of the nobility...,
u24,m1,L2376,"Every ship returns with a cargo of sick and dying.  But with no gold! The new world proves expensive, Your Majesty.",
u24,m1,L2115,... Into a monk...,
u24,m1,L2112,"Never, Your Majesty.  Although...",
u24,m1,L1930,"Yes, Your Majesty.",
