speaker_id,movie_id,conversation_id,text,clean_text
u69,m4,L4567,"And I need one more for my pal. Yeah. Make her an Indian. No, not a turban, you know, a squaw.",
u69,m4,L4562,Maybe that's where I'm gonna cut your throat.,
u69,m4,L4506,"Just do what I say, okay? We'll pay for the girls and have a good time... Don't you trust me?",
u69,m4,L4506,It's better when you pay... they let you do anything.,
u69,m4,L4506,"Yeah, dummy.  Money.",
u69,m4,L4501,Pros.,
u69,m4,L4501,Maybe after we get done with him I'm gonna buy us some girls.,
u69,m4,L4501,I want to drive awhile.,
u69,m4,L4453,"Maybe you shoulda stole a better truck, Tonto.",
u69,m4,L5346,I ain't gonna beg for my life. It ain't cool.,
u69,m4,L5346,I got hit.  I can't believe it. I got shot.,
u69,m4,L5338,Whaddya mean...I got your gun ... I got his money... I got everything...,
u69,m4,L5338,"After I get outta this, cop...I'm gonna live forever...",
u69,m4,L4628,What are you talking about? We didn't kill her ...,
u69,m4,L4612,Keep stallin'.,
u69,m4,L4609,Stall.,
u69,m4,L4603,Shut up.,
u69,m4,L4600,Shut up.,
u69,m4,L4495,"We'll follow you.  Take it slow,okay?",
u69,m4,L4495,We got a lot to talk about.,
u69,m4,L4495,How ya doin'?,
u69,m4,L4493,How hot are they?,
u69,m4,L5233,What are you talkin' about? I said I wouldn't hurt her.,
u69,m4,L5230,"First, the money.",
u69,m4,L4558,"You try to mess with us or go to the cops, I promise you, I'll put holes in her you wouldn't believe.",
u69,m4,L4548,You chickenshit punk...,
u69,m4,L4548,When?,
u69,m4,L4548,"Billy, go ahead, break it...",
u69,m4,L4548,"Instead of worryin' about Reggie, you better worry about me...",
u69,m4,L4543,You want that Indian to snap her neck?,
u69,m4,L4543,"I want the money, asshole, what do you think?  The money that Reggie hid...",
u69,m4,L4543,"Surprise, Luther.",
