speaker_id,movie_id,conversation_id,text,clean_text
u4,m0,L759,"Listen, I want to talk to you about the prom.",
u4,m0,L756,You're concentrating awfully hard considering it's gym class.,
u4,m0,L756,"Hey, sweet cheeks.",
u4,m0,L592,My agent says I've got a good shot at being the Prada guy next year.,
u4,m0,L589,"It's a gay cruise line, but I'll be, like, wearing a uniform and stuff.",
u4,m0,L589,"So yeah, I've got the Sears catalog thing going -- and the tube sock gig "" that's gonna be huge.  And then I'm up for an ad for Queen Harry next week.",
u4,m0,L396,"Exactly  So, you going to Bogey Lowenbrau's thing on Saturday?",
u4,m0,L394,It's more,
u4,m0,L557,And why would I do that?,
u4,m0,L554,Your sister here?,
u4,m0,L554,Where ya goin?,
u4,m0,L335,Not at all,
u4,m0,L148,They're running the rest of me next month.,
u4,m0,L148,"The vintage look is over, Kat. Haven't you been reading your Sassy?",
u4,m0,L747,Enough with the Barbie n' Ken shit. I know.,
u4,m0,L607,Get her to act like a human,
u4,m0,L607,How'd you do it?,
u4,m0,L605,A deal's a deal.,
u4,m0,L354,Forget it.,
u4,m0,L354,What?,
u4,m0,L349,Watching the bitch trash my car doesn't count as a date.,
u4,m0,L349,"When I shell out fifty, I expect results.",
u4,m0,L300,Take it or leave it.  This isn't a negotiation.,
u4,m0,L298,"Fine, thirty.",
u4,m0,L294,I can't date her sister until that one gets a boyfriend.  And that's the catch. She doesn't want a boyfriend.,
u4,m0,L294,"You got it, Verona.  I pick up the tab, you do the honors.",
u4,m0,L287,But you'd go out with her if you had the cake?,
u4,m0,L287,You just said,
u4,m0,L287,"Yeah, whatever.  I want you to go out with her.",
u4,m0,L285,What do you think?,
u4,m0,L508,You better not fuck this up.  I'm heavily invested.,
u4,m0,L502,You and Verona?,
u4,m0,L502,I hear you're helpin' Verona.,
u4,m0,L238,Does this conversation have a purpose?,
u4,m0,L231,We're not.,
u4,m0,L231,We don't chat.,
u4,m0,L231,Are you lost?,
