speaker_id,movie_id,conversation_id,text,clean_text
u14,m1,L2539,"What is it, now?  Tell me...",
u14,m1,L2537,I am busy inside.,
u14,m1,L2473,They took everything...,
u14,m1,L2471,They tried... but I didn't let them.,
u14,m1,L2318,You don't usually ask.,
u14,m1,L2121,That's something you can't decide.,
u14,m1,L2121,I'm not asking you to swear to anything.,
u14,m1,L2118,Thank God...,
u14,m1,L1985,I find that hard to believe.,
u14,m1,L1979,I'd love to argue with you sometimes.  But you're never here!,
u14,m1,L1979,Well... that's true.  I have a child by a man who won't marry me!  Who's always leaving...,
u14,m1,L1979,I know.,
