speaker_id,movie_id,conversation_id,text,clean_text
u86,m5,L6282,Yeah... then I sighed... like this.,
u86,m5,L6278,"Nothing! Swear to God, I didn't do nothing!",
u86,m5,L6215,"Dear listeners, your favorite DJ is alive and kicking. It's seven o'clock and time for the news. Tune in tomorrow for another adventure.",
u86,m5,L6213,I don't even know what I'm looking for!,
u86,m5,L6206,You know how to fly this thing?,
u86,m5,L6190,"Like Korben, can I have 30 seconds of your time here?",
u86,m5,L6183,"Maybe we oughta be going, what do you think?",
u86,m5,L6156,He's on vacation.,
u86,m5,L6132,Got it...,
u86,m5,L6020,I didn't have a dad... never saw him... never even heard him. 50 billion people listen to me every day... and he doesn't hear me...,
u86,m5,L6020,"...You got brothers and sisters? What about your dad? Tell me about your dad! What was he like? Physically? Big, I suppose?",
u86,m5,L6020,"Oh, yes! Do that! You treat me right, man. Tell me all about yourself, your roots, your personal life, your childhood dreams...",
u86,m5,L6020,My main man! Please don't leave me here alone. My head's killing me and my adoring fans are gonna tear me apart! Get me outta here!,
u86,m5,L5933,Crystal.,
u86,m5,L5924,"...Quiver ladies, he's gonna set the world on fire right here from 5 to 7! You'll know everything there is to know about the D-man. His dreams, his desires, his most intimate of intimates.  And from what I'm looking at intimate is the stud muffin's middle name. So tell me my main man... you nervous in the service?",
u86,m5,L5922,Does it get any better or what!,
