speaker_id,movie_id,conversation_id,text,clean_text
u17,m1,L2550,Tell me the first thing that comes to your mind.,
u17,m1,L2550,"I want you to tell me everything you remember, Father.  From the beginning.  Everything.",
u17,m1,L2547,He asks when he can come to visit you.  He left his address.,
u17,m1,L2541,"I am not listening, Father.  But I can't help hearing.",
u17,m1,L2500,Father...,
u17,m1,L2484,Not bad.,
u17,m1,L2439,This time with me!,
u17,m1,L2130,Do you swear on all the Holy Saints in heaven?,
u17,m1,L2127,You promise?  Do you swear on St. Christopher...?,
u17,m1,L2127,I want to go with you!,
