speaker_id,movie_id,conversation_id,text,clean_text
u73,m4,L5162,I'm not paid to take your personal calls.  He was in some bar. .. off duty.,
u73,m4,L5158,I almost forgot.  That pal of yours from the Vice Squad wants you to call him.,
u73,m4,L5144,"Okay.  See you in the morning... you know, you ought to get some rest...",
u73,m4,L5142,I'm heading out. How about you?,
u73,m4,L5132,Nothing.,
u73,m4,L5132,Doesn't look like it.,
u73,m4,L5132,"Long night, too, from what I heard ... Word's going around that in addition to losing Ganz for the second time, and in addition to Haden busting you back to Patrolman, some jig beat the crap out of you.",
u73,m4,L5132,You look awful.,
u73,m4,L4685,Here's the file. Cates checks the file.,
u73,m4,L4681,Hey ... Dick Tracy.,
u73,m4,L4677,"Uhh ... Wong, Henry Wong.  He was in on the same job.",
u73,m4,L4677,They all pulled a bunch of jobs with Ganz about four years ago.,
u73,m4,L4675,Backup man from the East Bay. Worked with Ganz a few years ago and sprung him from the road gang.,
u73,m4,L4672,"This guy must have had a .44 like yours, Jack. Now he's got yours.",
u73,m4,L4669,Every last bit of it.  The big guy's room was empty.,
