speaker_id,movie_id,conversation_id,text,clean_text
u19,m1,L2531,Oh?  So you are a new man?,
u19,m1,L2531,I knew you would.,
u19,m1,L2525,I suppose we're both old men now.,
u19,m1,L2144,I believed in you...,
u19,m1,L2140,"My son, my son...  Your certitudes are sometimes frightening...  Christopher, you must speak to them. And if you don't I will.",
u19,m1,L2140,May God forgive you...!  You must tell them!  You must tell your men!,
u19,m1,L2134,How long?,
u19,m1,L2134,What are you saying?,
u19,m1,L2134,"I am listening, my son.",
u19,m1,L2132,"In Nomine Patris et Filius, et Spiritus Sancti.",
u19,m1,L2045,Colon!  Don't!,
u19,m1,L2041,Colon!,
u19,m1,L2037,"If God intends you to go, then you will go.",
u19,m1,L2037,You mustn't give way to despair. You must wait.,
u19,m1,L1963,"Only God knows the meaning of such words, my son.",
u19,m1,L1963,You get so carried away when you are being contradicted!,
u19,m1,L1963,Father Marchena!,
u19,m1,L1963,"Two minutes... and already you're a dead man.  Don't let passion overwhelm you, Colon.",
u19,m1,L1957,Esdras is a Jew.,
u19,m1,L1957,How can you be so certain?,
u19,m1,L1957,How can you be so certain?  The Ocean is said to be infinite.,
u19,m1,L1951,Why do you wish to sail west?,
u19,m1,L1947,With some difficulty.  I had to promise them you were not a total fool.,
u19,m1,L1947,That's what it says.,
u19,m1,L1942,"Diego is a bright boy -- a pleasure to teach -- but so serious... Brothers should be raised together, Colon.  Even brothers from different mothers...",
