speaker_id,movie_id,conversation_id,text,clean_text
u33,m2,L2577,"I'd like to speak for himself, okay?",
u33,m2,L2577,How long are you planning to stay?,
u33,m2,L2570,"No, you're travelling together.  I want to talk to you together.  Hi, how are you?  Can I take a look at your documents?  Are you related?",
u33,m2,L2570,Please join us.  Come on forward.,
u33,m2,L2570,Is he with you?  Are you travelling together?,
u33,m2,L2565,"Can you show me?  Sir, no cameras in the FIS area!",
u33,m2,L2565,How much money are you carrying with you?,
u33,m2,L2565,What is your intended purpose of your visit to the United States?,
u33,m2,L2563,"Next.  Could I see your documents, please?",
u33,m2,L2582,Excuse me?,
u33,m2,L2582,Movies...to be in the movies or to see movies?,
u33,m2,L2582,What are you coming here to do?,
u33,m2,L2582,"Yes, we're in New York now.  But where are you planning to stay in New York?",
u33,m2,L2582,Then answer my questions.  Where were you planning to stay during the two weeks that you're here?,
u33,m2,L2575,Okay.  You're a Czech national and you're a Russian national.  How do you know one another?,
