speaker_id,movie_id,conversation_id,text,clean_text
u100,m6,L7001,She died in her sleep three days ago.  It was in the paper...,
u100,m6,L6996,Tom... she's dead.,
u100,m6,L6996,What?,
u100,m6,L6996,Who are you calling?,
u100,m6,L6986,What was I supposed to think happened to you?!,
u100,m6,L6986,You're killing me...,
u100,m6,L6986,"Look where we are.  Look at yourself.  You son of a bitch, you don't have any idea what you're putting me through...",
u100,m6,L6986,You should have.,
u100,m6,L6980,"No, I don't, because you're not telling me anything!",
u100,m6,L6980,You couldn't?,
u100,m6,L6980,You owe me an explanation.  You can't treat me like this.,
u100,m6,L6977,You're sorry?  What was I supposed to think?,
u100,m6,L6977,Why haven't you called?  Why don't you answer your phone?,
u100,m6,L6971,Tom...,
u100,m6,L6971,"What's going on, Tom?  What happened?",
u100,m6,L6971,What happened to you?,
u100,m6,L6960,... What's going on?,
u100,m6,L6960,What's wrong?  Are you alright?,
u100,m6,L6957,Tom?  Where have you been... ?,
u100,m6,L6957,Hello?,
u100,m6,L6429,Why the gun?,
u100,m6,L6429,I know.,
u100,m6,L6429,I understand.,
u100,m6,L6361,Betty's out of town so we're playing next week.,
u100,m6,L6361,You're not using the same guy who tried to fix it?,
u100,m6,L6361,You think you'll have time for the water heater this weekend?,
u100,m6,L6351,I love you.,
u100,m6,L6347,"You better not be smoking, that's all I can say.",
u100,m6,L6347,How's the detective business?,
u100,m6,L6337,"Okay, I believe you.",
u100,m6,L6337,I'm not accusing you...,
u100,m6,L6337,Your clothing reeks of it.,
u100,m6,L6337,What's this... have you been smoking... ?,
u100,m6,L6335,Welcome home.,
