speaker_id,movie_id,conversation_id,text,clean_text
u79,m5,L6251,You're all safe. Thanks be to God!,
u79,m5,L5911,On the plane... with Mr. Dallas... the real one.,
u79,m5,L5730,I got it!  Everything  here we need to know about Fhloston Paradise Hotel... and a detailed blueprint of the entire hotel!,
u79,m5,L5688,They really made her...,
u79,m5,L5686,I didn't know your size.,
u79,m5,L5675,"Uh father, I know she's been through a lot... but the sacred stones..we don't have much time..",
u79,m5,L5671,What's she doing?,
u79,m5,L5646,Father.  You sure she's the Supreme Being?,
u79,m5,L5636,"Father, will you please explain what's going on?",
u79,m5,L5630,What is?,
