speaker_id,movie_id,conversation_id,text,clean_text
u18,m1,L2456,"There is one thing I'd like to understand... Why do you want to go back, after all this?",
u18,m1,L2456,But without your brothers.  Nor are you to return to Santo Domingo or any of the other colonies.  You may explore the continent.,
u18,m1,L2279,Do they have such thoughts?,
u18,m1,L2085,"How old are you, Senor Colon?",
u18,m1,L2079,A woman?,
u18,m1,L2079,You show no inclination to speak otherwise!,
u18,m1,L2076,I cannot ignore the verdict of my council.,
u18,m1,L2073,That she was impregnable.,
u18,m1,L2073,The ocean is uncrossable?,
u18,m1,L2071,"I should not even be listening to you, since my council said no.  But Santangel tells me you are a man of honor and sincerity... And Sanchez, that you are not a fool.",
u18,m1,L2460,Because he is not afraid of me.,
u18,m1,L2460,"I know, I should not tolerate his impertinence.",
u18,m1,L2417,"And who would you think of, for such a task?",
u18,m1,L2417,"Then, what do you suggest, Don Sanchez?",
u18,m1,L2414,"Is this true, Brother Buyl?",
u18,m1,L2376,"We weren't expecting immediate profits, were we?  We must have faith.  We must give time for time.",
u18,m1,L2115,"Yes.  It would be a pity, wouldn't it?  Call him back!",
u18,m1,L2112,"You were right, Don Sanchez... His demands could never be granted.",
u18,m1,L1930,"Is that the man I knew, Treasurer Sanchez?",
