speaker_id,movie_id,conversation_id,text,clean_text
u41,m2,L3148,Thank you.,
u41,m2,L3148,Okay.,
u41,m2,L3148,"Okay.  And you know what, I'll swing by my place, grab a couple pairs of shoes and maybe just test them out next to yours...How's that... Would that be a good thing.",
u41,m2,L3148,You promise?,
u41,m2,L3148,"Okay, til tonight.",
u41,m2,L3135,I love you.,
u41,m2,L3135,Yeah.  I'll do that.  As long as you're not patronizing me.,
u41,m2,L3135,Promise?,
u41,m2,L3135,"No.  No, listen to me here.  I want to know what you're talking about.  You know, the shoe thing and the marriages and...",
u41,m2,L3135,"Okay.  That is great.  But I can't go now, we're in the middle of something here.",
u41,m2,L3135,Yeah.,
u41,m2,L3135,"Oh my G-d, they want me to anchor.  They want me to anchor tonight!",
u41,m2,L3126,Okay.  Okay.  Hold that thought just for a second.  They only call me when it's an emergency.  Just hold that thought.  Can you call back?,
u41,m2,L3126,No.  Tell me what you want to say.,
u41,m2,L3126,Don't worry about the damn phone.  I won't answer it.,
u41,m2,L3119,Jesus.  And last week you came over with blood on your shoes.  What am I going to do with you?,
u41,m2,L3119,Look at this.  You have blood on your shirt.  Whose is it?,
u41,m2,L3103,You're not so bad yourself.,
u41,m2,L3103,"Well, who was it that taught me how to do that?  Huh?",
u41,m2,L3103,That was good.  You were holding the evidence.,
u41,m2,L3103,Yes you are.  I'm not just some reporter.  I don't just stick a microphone in your face.  You could give me something.,
u41,m2,L3103,"Alright, alright, Eddie.  Don't patronize me.",
u41,m2,L3103,Stop it.,
u41,m2,L3103,You didn't have to embarrass me in front of my colleagues.  You could give me something.,
u41,m2,L3103,What is your problem?  Why'd you snap at me?  I just wanted a statement.,
u41,m2,L3101,"Hey, honey.",
u41,m2,L3038,Okay.,
u41,m2,L3038,Alright.,
u41,m2,L3038,Alright.,
u41,m2,L3038,"Eddie, are you okay?",
u41,m2,L3031,"Alright, cut, cut, cut.",
u41,m2,L3031,Do you have the suspect in custody?,
u41,m2,L3031,"Okay.  But I do understand that your partner, Leon Jackson's been injured. Is that correct?",
u41,m2,L3031,"I understand, but I noticed that the Fire Marshall is here with you.  Is this somehow related to the fire department?",
u41,m2,L3029,Detective - can you tell us what happened here?,
u41,m2,L2758,Is it drug related?,
u41,m2,L2758,Can we go up to the crime scene?,
u41,m2,L2758,How many victims are up there?,
u41,m2,L2758,"Detective, does it look like a murder?",
u41,m2,L3262,Oh my G-d.  We were having lunch here. He started making overtures - talking about little shoes next to his in his closet but I got a call to anchor - and I walked out on him.  I walked out on him when he was trying to ask me to marry him!!,
u41,m2,L3262,Alright.  Go ahead.,
u41,m2,L3262,I want to hear everything he said.,
u41,m2,L3262,What do you mean you know?  He told you he was gonna propose to me?,
