speaker_id,movie_id,conversation_id,text,clean_text
u6,m0,L946,William - he asked me to meet him here.,
u6,m0,L946,Have you seen him?,
u6,m0,L750,"Oh, good.  Something new and different for us.",
u6,m0,L750,"Okay, okay, we won't go.  It's not like I have a dress anyway",
u6,m0,L750,"Well, I guess we're not, since we don't have dates .",
u6,m0,L716,You didn't,
u6,m0,L716,You didn't have a choice?  Where's Kat and what have you done with her?,
u6,m0,L716,You went to the party?  I thought we were officially opposed to suburban social activity.,
u6,m0,L490,What'd he say?,
u6,m0,L447,You think this'll work?,
u6,m0,L252,Does it matter?,
u6,m0,L247,That's never been proven,
u6,m0,L247,William would never have gone to a state school.,
u6,m0,L151,You could always go with me.  I'm sure William has some friends.,
u6,m0,L133,But imagine the things he'd say during sex.,
u6,m0,L131,An attempted slit.,
u6,m0,L129,Just a little.,
u6,m0,L123,He always look so,
u6,m0,L123,That's Pat Verona? The one who was gone for a year? I heard he was doing porn movies.,
u6,m0,L123,Who's that?,
u6,m0,L735,Yeah...,
u6,m0,L735,Right.,
u6,m0,L732,You think?,
u6,m0,L728,Yeah.  I guess.,
u6,m0,L728,Hi.,
